nRegistro,temperaturaC,tempAmb,humedadPorc,humedadSuelo,hora,fecha,fechaRegistrada
471,17.5,13.18,90.0,1.0,19:06:31,2022-08-26,2022-08-26 19:06:31
472,17.5,13.19,90.1,1.0,19:11:33,2022-08-26,2022-08-26 19:11:33
473,17.4,13.08,90.1,1.0,19:16:33,2022-08-26,2022-08-26 19:16:33
474,17.4,13.08,90.1,1.0,19:21:34,2022-08-26,2022-08-26 19:21:34
475,17.4,13.08,90.1,1.0,19:26:35,2022-08-26,2022-08-26 19:26:35
476,17.4,13.08,90.1,1.0,19:31:36,2022-08-26,2022-08-26 19:31:36
477,17.4,13.08,90.1,1.0,19:36:37,2022-08-26,2022-08-26 19:36:37
478,17.4,13.08,90.1,1.0,19:41:38,2022-08-26,2022-08-26 19:41:38
479,17.4,13.08,90.2,1.0,19:46:46,2022-08-26,2022-08-26 19:46:46
480,17.4,13.08,90.2,1.0,19:51:47,2022-08-26,2022-08-26 19:51:47
481,17.4,13.08,90.3,1.0,19:56:48,2022-08-26,2022-08-26 19:56:48
482,17.4,0.0,0.0,0.0,20:01:57,2022-08-26,2022-08-26 20:01:57
483,17.4,13.08,90.3,1.0,20:06:59,2022-08-26,2022-08-26 20:06:59
484,17.4,13.08,90.2,1.0,20:12:00,2022-08-26,2022-08-26 20:12:00
485,17.3,12.98,90.4,1.0,20:17:01,2022-08-26,2022-08-26 20:17:01
486,17.4,13.08,90.3,1.0,20:22:02,2022-08-26,2022-08-26 20:22:02
487,17.4,13.08,90.3,1.0,20:27:03,2022-08-26,2022-08-26 20:27:03
488,17.4,13.09,90.4,1.0,20:32:05,2022-08-26,2022-08-26 20:32:05
489,17.4,13.08,90.3,1.0,20:37:06,2022-08-26,2022-08-26 20:37:06
490,17.5,13.2,90.4,1.0,20:42:15,2022-08-26,2022-08-26 20:42:15
491,17.4,13.08,90.3,1.0,20:47:16,2022-08-26,2022-08-26 20:47:16
492,17.4,13.09,90.4,1.0,20:52:17,2022-08-26,2022-08-26 20:52:17
493,17.4,13.09,90.5,1.0,20:57:18,2022-08-26,2022-08-26 20:57:18
494,17.4,13.09,90.4,1.0,21:02:19,2022-08-26,2022-08-26 21:02:19
495,17.5,13.2,90.5,1.0,21:07:20,2022-08-26,2022-08-26 21:07:20
496,17.6,13.19,90.3,1.0,21:12:21,2022-08-26,2022-08-26 21:12:21
497,17.5,13.2,90.4,1.0,21:17:23,2022-08-26,2022-08-26 21:17:23
498,17.5,13.2,90.5,1.0,21:22:25,2022-08-26,2022-08-26 21:22:25
499,17.5,13.2,90.5,1.0,21:27:26,2022-08-26,2022-08-26 21:27:26
500,17.5,13.2,90.4,1.0,21:32:27,2022-08-26,2022-08-26 21:32:27
501,0.0,13.2,90.5,1.0,21:53:16,2022-08-26,2022-08-26 21:53:16
